file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\main\adapters\location\LocationAdapter.java,wangdaye.com.geometricweather.main.adapters.location.LocationAdapter,class,17,19,2,17,15,2,0,20,23,0.7,0.24444444,0.33333334,10,0,10,0,0,0,10,0,0,0,5,0,0,5,0,0,5,0,1,73,5,2,1,0,0,1,2,7,0,7,1,1,2,0,48,1,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\weather\json\caiyun\CaiYunMainlyResult.java,wangdaye.com.geometricweather.weather.json.caiyun.CaiYunMainlyResult$ForecastDailyBean$WeatherBean$ValueBeanXX,innerclass,0,0,0,0,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,9,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\weather\json\owm\OwmOneCallHistoryResult.java,wangdaye.com.geometricweather.weather.json.owm.OwmOneCallHistoryResult$DailyForecasts$Day,innerclass,7,7,0,7,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,21,0,0,7,0,33,9,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\theme\weatherView\materialWeatherView\implementor\RainImplementor.java,wangdaye.com.geometricweather.theme.weatherView.materialWeatherView.implementor.RainImplementor$Thunder,innerclass,1,1,0,1,9,1,0,3,0,0.5714286,0.0,0.0,4,0,0,2,0,2,2,0,0,0,7,0,0,3,0,4,0,0,0,47,0,0,0,0,7,0,20,12,17,7,2,0,0,0,14,10,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\weather\json\caiyun\CaiYunMainlyResult.java,wangdaye.com.geometricweather.weather.json.caiyun.CaiYunMainlyResult$CurrentBean$PressureBean,innerclass,0,0,0,0,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,9,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\search\SearchActivityViewModel.java,wangdaye.com.geometricweather.search.SearchActivityViewModel,class,11,14,3,11,17,3,0,15,36,0.6923077,0.27272728,0.54545456,13,0,11,1,1,0,12,0,0,0,4,0,0,4,0,0,4,0,1,77,11,0,4,0,0,2,0,5,0,7,2,0,0,1,31,1,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\remoteviews\presenters\notification\ForecastNotificationIMP.java,wangdaye.com.geometricweather.remoteviews.presenters.notification.ForecastNotificationIMP,class,20,24,4,20,13,2,0,51,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,67,3,0,1,1,0,9,12,11,4,9,2,0,0,0,46,1,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\common\utils\helpers\AsyncHelper.java,wangdaye.com.geometricweather.common.utils.helpers.AsyncHelper$Callback,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\work\deprecated\room\dao\WeatherDao.java,wangdaye.com.geometricweather.room.dao.WeatherDao,interface,7,8,1,7,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28,1,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\main\adapters\main\holder\AllergenViewHolder.java,wangdaye.com.geometricweather.main.adapters.main.holder.AllergenViewHolder,class,15,16,1,15,5,6,0,22,0,0.26666668,1.0,1.0,3,0,3,0,0,0,3,0,0,0,5,0,0,5,0,0,4,0,1,63,0,0,2,0,0,1,2,7,0,6,1,0,2,1,36,1,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\weather\json\accu\AccuCurrentResult.java,wangdaye.com.geometricweather.weather.json.accu.AccuCurrentResult$TemperatureSummary$Past6HourRange$Maximum$Metric,innerclass,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0
C:\Users\aryan\Downloads\GeometricWeather-master\GeometricWeather-master\app\src\main\java\wangdaye\com\geometricweather\weather\json\accu\AccuDailyResult.java,wangdaye.com.geometricweather.weather.json.accu.AccuDailyResult$DailyForecasts$Night$Ice,innerclass,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0
